name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
mainstay defined muni opp fund,MMD,16.21,"15.84,15.84",15.77,16.21 x 800,None,15.77 , 16.36,15.32 , 21.86,90759,80182,451.62M,0.35,12.57,1.29,1.02 ,6.51
marcus & millichap,MMI,35.59,"37.13,37.13",37.18,35.00 x 800,None,35.59 , 37.18,31.11 , 58.33,264836,156254,1.422B,1.01,8.33,4.27,0.50 ,1.35
3m company,MMM,122.86,"125.30,125.30",125.04,122.05 x 800,None,122.65 , 126.81,107.07 , 186.30,2459115,9630506,67.91B,0.99,10.72,11.46,5.96 ,4.74
magellan midstream partners lp,MMP,52.57,"53.59,53.59",53.66,52.25 x 1100,None,52.30 , 53.66,43.58 , 54.40,928880,842121,10.773B,0.92,12.28,4.28,4.19 ,7.82
maximus inc,MMS,59.91,"61.12,61.12",60.92,24.55 x 1100,None,59.82 , 62.11,54.46 , 86.75,300841,372792,3.628B,0.70,19.97,3.00,1.12 ,1.83
mfs multimarket income trust,MMT,4.2800,"4.3400,4.3400",4.3000,4.0500 x 1200,None,4.2800 , 4.3680,4.1200 , 6.6400,119014,103526,258.883M,0.65,9.95,0.4300,0.39 ,9.04
western asset managed municipals fund,MMU,9.49,"9.53,9.53",9.46,9.36 x 800,None,9.46 , 9.56,9.37 , 13.60,110717,101064,411.561M,0.26,13.18,0.72,0.47 ,4.93
manning & napier inc,MN,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
western asset muni partners fund,MNP,10.92,"10.89,10.89",10.95,10.64 x 1000,None,10.83 , 10.99,10.71 , 16.51,42463,25743,106.132M,0.31,12.00,0.91,0.57 ,5.29
brigham minerals inc,MNRL,30.30,"31.17,31.17",31.17,29.40 x 1800,None,30.26 , 31.47,19.37 , 33.64,374602,447081,1.832B,1.80,14.57,2.08,0.64 ,2.10
miniso group holding ltd adr,MNSO,5.88,"5.63,5.63",5.71,5.88 x 800,None,5.71 , 6.35,4.45 , 17.39,705005,622096,1.863B,-0.77,21.00,0.28,N/A ,None
everest consolidator acquisition [mntn.u],MNT.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
everest consolidator acquisition wt [mntn/w],MNT.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
everest consolidator acquisition corp cl a,MNTN,10.10,"10.10,10.10",10.10,10.11 x 1300,None,10.10 , 10.10,9.80 , 10.10,30093,15545,217.781M,N/A,N/A,N/A,N/A ,None
altria group,MO,44.84,"46.14,46.14",45.84,44.92 x 1400,None,44.81 , 46.01,40.35 , 57.05,8553281,8606056,80.361B,0.64,17.45,2.57,3.76 ,8.13
modine manufacturing company,MOD,16.84,"18.19,18.19",18.25,16.00 x 1400,None,16.76 , 18.38,7.67 , 18.38,540004,378901,875.874M,2.19,8.96,1.88,N/A ,None
topgolf callaway brands corp,MODG,17.82,"18.76,18.76",18.65,16.00 x 800,None,17.79 , 18.82,16.80 , 31.39,2029052,1658570,3.293B,1.74,22.85,0.78,N/A ,None
moog inc cl a,MOG.A,None,"N/A,N/A",N/A,N/A x N/A,None,N/A , N/A,undefined , undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A ,None
moog inc cl b,MOG.B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
mogu inc adr,MOGU,2.3600,"2.4331,2.4331",2.3916,1.9500 x 1300,None,2.3600 , 2.5100,1.4100 , 12.3600,3817,391132,19.62M,0.35,N/A,-11.3640,N/A ,None
molina healthcare inc,MOH,350.34,"355.97,355.97",355.67,351.68 x 800,None,349.98 , 356.14,249.78 , 374.00,403614,450328,20.46B,0.81,23.98,14.61,N/A ,None
mosaic company,MOS,51.89,"54.45,54.45",54.34,51.50 x 800,None,51.86 , 54.62,33.59 , 79.28,3441345,4669615,17.916B,1.57,5.92,8.77,0.60 ,1.12
movado group inc,MOV,32.03,"33.44,33.44",33.27,15.02 x 1000,None,31.93 , 33.38,27.72 , 48.66,92955,142870,733.487M,1.18,7.51,4.26,1.40 ,4.19
mp materials corp,MP,28.98,"31.55,31.55",31.25,29.13 x 900,None,28.94 , 31.57,26.19 , 60.19,1756990,2000246,5.145B,2.83,21.00,1.38,N/A ,None
blackrock muniyield pennsylvania quality fund,MPA,10.36,"10.38,10.38",10.32,9.79 x 800,None,10.32 , 10.45,10.17 , 17.50,56407,27815,137.948M,0.37,N/A,-0.25,0.53 ,5.09
marathon petroleum corp,MPC,114.73,"119.20,119.20",119.08,114.73 x 800,None,114.70 , 119.16,59.55 , 119.84,3770491,4271679,57.207B,1.60,7.95,14.44,3.00 ,2.52
multiplan corp wt [mpln/w],MPL.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
multiplan corp,MPLN,2.5100,"2.6700,2.6700",2.6200,2.5100 x 3000,None,2.5000 , 2.6800,2.3550 , 6.1900,1651562,2311743,1.604B,0.68,10.91,0.2300,N/A ,None
mplx lp,MPLX,34.06,"34.49,34.49",34.40,34.06 x 900,None,33.87 , 34.65,27.47 , 35.49,2027905,1654260,34.274B,1.47,10.88,3.13,2.82 ,8.18
massmutual participation investors,MPV,11.79,"11.93,11.93",11.82,11.21 x 800,None,11.69 , 12.05,11.12 , 15.28,7668,10700,124.994M,0.45,9.51,1.24,0.88 ,7.38
medical properties trust,MPW,11.01,"11.55,11.55",11.49,11.02 x 1200,None,10.97 , 11.52,9.90 , 24.13,18095945,13637218,6.595B,0.89,5.56,1.98,1.16 ,10.04
marine products corp,MPX,10.57,"10.44,10.44",9.95,10.46 x 900,None,10.18 , 10.82,7.75 , 13.79,35670,27403,361.68M,1.16,9.88,1.07,0.56 ,5.36
blackrock muniyield quality fund ii,MQT,9.48,"9.44,9.44",9.48,9.00 x 1000,None,9.44 , 9.55,9.26 , 14.80,60227,44079,214.288M,0.33,11.56,0.82,0.52 ,5.47
blackrock muniyield quality fund,MQY,10.68,"10.68,10.68",10.64,10.71 x 1200,None,10.60 , 10.75,10.48 , 17.20,360027,210928,782.232M,N/A,10.90,0.98,0.56 ,5.28
mrc global inc,MRC,9.95,"10.16,10.16",10.15,7.90 x 800,None,9.88 , 10.43,6.38 , 13.45,361405,682323,831.845M,2.05,N/A,-0.23,N/A ,None
merck & company,MRK,99.40,"99.76,99.76",99.65,98.47 x 800,None,98.98 , 101.03,71.50 , 101.50,9506519,8577065,251.808B,0.33,16.48,6.03,2.76 ,2.73
marathon oil corp,MRO,29.76,"30.93,30.93",30.80,29.80 x 2900,None,29.55 , 30.86,14.29 , 33.24,15006558,13802640,20.165B,2.41,7.05,4.22,0.36 ,1.16
morgan stanley,MS,84.37,"83.72,83.72",83.45,83.76 x 800,None,83.42 , 86.71,72.05 , 109.73,10908368,7833981,142.923B,1.33,12.25,6.89,3.10 ,3.70
morgan stanley [ms/pa],MS-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley [ms/pe],MS-E,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley [ms/pf],MS-F,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley [ms/pi],MS-I,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley [ms/pk],MS-K,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley 4.875% prf perpetual usd 25 1/100,MS-L,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley,MS-O,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
morgan stanley,MS-P,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
msa safety inc,MSA,131.56,"134.63,134.63",134.08,53.34 x 1000,None,130.54 , 134.85,108.75 , 157.29,101725,90503,5.157B,0.91,77.85,1.69,1.84 ,1.37
mesabi trust,MSB,21.70,"22.11,22.11",22.08,20.29 x 800,None,21.23 , 22.28,16.56 , 35.65,53793,79396,284.704M,0.93,6.76,3.21,5.05 ,22.84
msci inc,MSCI,453.74,"470.08,470.08",469.26,419.36 x 800,None,452.94 , 474.55,376.41 , 679.85,417865,402853,36.28B,1.09,43.76,10.37,5.00 ,1.07
studio city intl holdings ltd adr,MSC,2.1696,"2.0700,2.0700",2.0300,2.0000 x 1000,None,2.0001 , 2.1696,1.5200 , 8.3800,3643,14421,417.839M,-0.32,N/A,-2.4110,N/A ,None
morgan stanley emerging markets debt,MSD,6.00,"6.05,6.05",6.08,5.78 x 800,None,6.00 , 6.09,5.85 , 9.50,26531,46606,122.32M,0.56,N/A,-0.23,0.48 ,7.93
madison square garden entertainment corp,MSGE,46.18,"49.11,49.11",49.00,44.69 x 1100,None,46.15 , 48.53,42.44 , 85.60,214144,185939,1.596B,1.34,N/A,-16.32,N/A ,None
madison square garden sports corp,MSGS,151.83,"155.08,155.08",153.94,144.69 x 1000,None,151.67 , 155.09,136.61 , 203.37,289364,162132,3.694B,0.64,71.96,2.11,N/A ,None
motorola solutions,MSI,239.90,"242.89,242.89",242.46,238.86 x 800,None,239.90 , 247.18,195.18 , 273.65,677496,725448,40.036B,0.92,34.52,6.95,3.16 ,1.30
msc industrial direct company,MSM,82.42,"84.36,84.36",84.10,81.83 x 800,None,82.34 , 84.91,71.33 , 87.99,327314,339778,4.53B,0.96,13.60,6.06,3.16 ,3.75
arcelormittal adr,MT,21.78,"22.66,22.66",22.49,21.85 x 1800,None,21.76 , 22.75,19.25 , 37.87,2275180,2820603,18.439B,2.06,1.31,16.61,0.38 ,1.69
metals acquisition corp [mtal.u],MTA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
metals acquisition corp wt [mtal/w],MTA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
metals acquisition corp cl a,MTAL,9.85,"9.85,9.85",9.84,9.71 x 1300,None,9.85 , 9.86,9.57 , 10.15,125481,25450,326.463M,N/A,N/A,N/A,N/A ,None
m&t bank corp,MTB,163.71,"168.10,168.10",166.51,163.65 x 2200,None,163.54 , 168.15,141.49 , 193.42,1816969,1129618,28.305B,0.84,15.56,10.52,4.80 ,2.86
m&t bank corp perpetual rate,MTB-H,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
arcelormittal 5.50% mandatorily,MTCN,51.91,"53.51,53.51",52.62,21.14 x 1000,None,51.91 , 53.41,46.41 , 88.03,6859,10581,N/A,N/A,N/A,N/A,N/A ,None
mettler-toledo international,MTD,"1,238.81","1,280.84,1,280.84","1,281.47",511.76 x 1100,None,"1,238.25 "," 1,290.97","1,065.55 "," 1,714.75",109960,96250,27.881B,1.14,34.63,35.77,N/A ,None
matador resources company,MTDR,67.37,"68.46,68.46",67.71,64.42 x 1000,None,66.92 , 69.99,33.49 , 70.75,1412912,1237801,7.96B,3.57,6.87,9.80,0.40 ,0.61
mgic investment corp,MTG,13.50,"13.65,13.65",13.53,12.80 x 900,None,13.49 , 14.01,11.38 , 16.85,3289628,2921106,4.096B,1.40,5.82,2.32,0.40 ,2.93
meritage corp,MTH,74.08,"76.78,76.78",76.76,68.90 x 1200,None,73.96 , 78.31,62.51 , 125.01,366173,343839,2.709B,1.60,2.84,26.09,N/A ,None
vail resorts,MTN,214.26,"220.74,220.74",219.44,213.28 x 900,None,214.07 , 221.06,201.91 , 376.24,261698,410820,8.64B,1.16,25.06,8.55,7.64 ,3.46
mesa royalty trust,MTR,15.30,"15.50,15.50",15.50,15.10 x 800,None,15.10 , 15.51,5.20 , 28.00,6745,23164,28.513M,0.86,16.11,0.95,1.65 ,10.65
materion corp,MTRN,67.42,"85.90,85.90",81.20,50.01 x 800,None,67.26 , 78.95,67.26 , 97.89,726412,119789,1.384B,1.21,18.62,3.62,0.50 ,0.58
motive capital corp ii [mtvc.u],MTV.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
motive capital corp ii [mtvc/w],MTV.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
motive capital corp ii,MTVC,10.10,"10.09,10.09",10.10,4.04 x 1400,None,10.10 , 10.10,9.75 , 10.40,51977,50379,430.772M,N/A,N/A,N/A,N/A ,None
manitowoc company,MTW,9.00,"9.43,9.43",9.43,8.00 x 1100,None,8.95 , 9.46,7.53 , 23.26,192525,296751,316.604M,2.07,21.95,0.41,N/A ,None
minerals technologies inc,MTX,52.61,"55.00,55.00",54.98,21.87 x 1000,None,52.60 , 55.45,49.38 , 79.03,146129,299179,1.707B,1.29,12.12,4.34,0.20 ,0.36
mastec inc,MTZ,76.20,"78.42,78.42",77.97,74.00 x 800,None,76.10 , 79.31,62.36 , 104.21,789244,656404,5.958B,1.31,32.99,2.31,N/A ,None
blackrock muniassets fund,MUA,9.60,"9.63,9.63",9.62,9.27 x 1100,None,9.60 , 9.72,9.47 , 16.50,134174,107140,369.031M,N/A,6.15,1.56,0.55 ,5.67
blackrock muniholdings california quality fund,MUC,10.19,"10.14,10.14",10.16,10.00 x 1000,None,10.11 , 10.33,9.96 , 16.47,801946,241237,993.814M,0.32,N/A,-0.49,0.53 ,5.21
blackrock muniholdings quality fund ii,MUE,9.54,"9.51,9.51",9.55,9.31 x 900,None,9.50 , 9.62,9.31 , 15.05,99333,69240,214.896M,0.42,N/A,-0.29,0.50 ,5.31
mitsubishi ufj financial group inc adr,MUFG,4.7000,"4.7200,4.7200",4.7400,4.5900 x 46000,None,4.7000 , 4.8000,4.3100 , 6.7800,3033031,3098123,57.907B,0.87,10.22,0.4600,0.23 ,4.80
blackrock muni intermediate duration fund inc,MUI,10.44,"10.42,10.42",10.42,10.32 x 1100,None,10.41 , 10.52,10.34 , 17.40,1568449,219196,771.213M,0.35,18.64,0.56,0.52 ,4.95
blackrock muniholdings new jersey insured fund,MUJ,10.73,"10.82,10.82",10.79,10.73 x 800,None,10.71 , 10.82,10.70 , 15.89,158501,108595,584.54M,0.29,N/A,-0.38,0.60 ,5.55
murphy oil corp,MUR,48.41,"49.88,49.88",49.49,48.65 x 800,None,48.21 , 50.12,23.50 , 50.19,1418664,1427142,7.525B,2.40,14.63,3.31,1.00 ,2.00
murphy usa inc,MUSA,306.51,"318.67,318.67",317.22,301.28 x 800,None,306.51 , 318.36,163.47 , 323.00,238201,321693,6.925B,0.87,10.92,28.08,1.40 ,0.44
mcewen mining inc,MUX,3.5200,"3.8400,3.8400",3.8800,3.5900 x 800,None,3.5200 , 3.8500,2.8100 , 11.8000,180937,317706,166.944M,1.13,N/A,-0.1380,N/A ,None
munivest fund,MVF,6.41,"6.40,6.40",6.40,6.33 x 800,None,6.39 , 6.45,6.33 , 9.63,190597,157860,415.601M,0.41,128.20,0.05,0.32 ,4.97
mv oil trust,MVO,13.00,"12.96,12.96",13.06,12.51 x 1300,None,12.80 , 13.46,7.53 , 15.14,61883,83835,149.5M,0.97,8.67,1.50,2.22 ,17.13
mueller water products,MWA,11.44,"11.75,11.75",11.68,11.10 x 800,None,11.43 , 11.84,9.90 , 17.37,648521,992757,1.792B,1.27,20.80,0.55,0.24 ,2.08
magnachip semiconductor corp,MX,10.08,"10.20,10.20",10.31,9.00 x 1000,None,10.05 , 10.73,9.48 , 22.28,743314,457335,452.629M,1.13,6.46,1.56,N/A ,None
blackrock munivest fund ii,MVT,9.58,"9.59,9.59",9.57,9.38 x 800,None,9.56 , 9.65,9.51 , 16.50,95034,60510,204.723M,0.50,8.55,1.12,0.48 ,5.03
mexico equity and,MXE,8.47,"8.45,8.45",8.30,8.40 x 800,None,8.47 , 8.64,7.26 , 9.44,3162,8032,37.27M,0.93,3.05,2.78,N/A ,None
mexico fund,MXF,14.13,"14.38,14.38",14.42,14.05 x 1000,None,14.13 , 14.48,12.94 , 16.87,52876,25856,212.023M,1.01,9.48,1.49,0.72 ,5.01
blackrock muniyield fund,MYD,9.56,"9.58,9.58",9.58,9.44 x 800,None,9.53 , 9.61,9.47 , 14.93,193721,151285,448.552M,0.52,8.61,1.11,0.49 ,5.07
myers industries,MYE,20.19,"20.73,20.73",20.64,16.50 x 1400,None,20.08 , 21.02,15.82 , 25.55,133545,110845,736.882M,1.40,13.64,1.48,0.54 ,2.60
blackrock muniyield quality fund iii,MYI,10.08,"10.08,10.08",10.01,10.07 x 1200,None,10.01 , 10.12,9.96 , 14.90,282446,177342,686.959M,0.27,N/A,-0.35,0.49 ,4.82
blackrock muniyield new york quality fund,MYN,9.06,"9.04,9.04",9.03,8.90 x 1100,None,9.01 , 9.14,8.89 , 14.50,142639,104021,358.655M,0.37,N/A,-0.38,0.43 ,4.71
myovant sciences ltd,MYOV,26.75,"26.77,26.77",26.74,26.70 x 2200,None,26.72 , 26.78,7.67 , 26.84,3174367,1648739,2.589B,2.12,N/A,-2.22,N/A ,None
myt netherlands parent b.v. adr,MYTE,11.23,"11.72,11.72",11.60,4.66 x 1000,None,11.22 , 11.84,8.91 , 31.20,84731,104000,950.997M,N/A,N/A,-0.21,N/A ,None
n-able inc,NABL,9.97,"10.62,10.62",10.65,9.29 x 800,None,9.94 , 10.65,8.12 , 14.41,334524,376043,1.797B,N/A,142.43,0.07,N/A ,None
nuveen california divadv fund,NAC,10.32,"10.34,10.34",10.30,10.15 x 1000,None,10.27 , 10.39,10.14 , 15.80,348033,284046,1.494B,0.32,N/A,-0.19,0.53 ,5.16
nuveen divadv fund,NAD,10.67,"10.65,10.65",10.64,10.62 x 1300,None,10.61 , 10.73,10.55 , 16.15,949244,665151,2.49B,0.34,9.88,1.08,0.56 ,5.25
nuveen new york divadv fund,NAN,9.91,"10.03,10.03",9.99,9.64 x 1800,None,9.90 , 9.99,9.65 , 14.98,83355,64920,305.736M,0.30,N/A,-0.06,0.51 ,5.21
the duckhorn portfolio inc,NAPA,14.23,"14.77,14.77",14.77,14.00 x 800,None,14.22 , 14.87,12.64 , 23.57,391612,673760,1.639B,N/A,27.37,0.52,N/A ,None
nordic american tanker shipping ltd,NAT,3.1800,"3.1700,3.1700",3.1400,3.1800 x 1000,None,3.1350 , 3.2900,1.4000 , 3.6000,3457155,5176820,663.971M,0.06,N/A,-1.0050,0.12 ,3.88
nuveen arizona premium fund,NAZ,11.95,"12.00,12.00",11.99,11.61 x 1300,None,11.80 , 12.03,11.80 , 16.24,20185,16267,138.477M,0.36,398.33,0.03,0.49 ,4.05
nuveen build america bond fund,NBB,15.03,"15.22,15.22",15.25,15.06 x 800,None,15.03 , 15.22,14.53 , 23.16,46705,89693,433.077M,N/A,N/A,N/A,1.11 ,7.39
national bank holdings corp,NBHC,44.07,"43.96,43.96",43.97,43.93 x 1100,None,43.66 , 44.76,36.04 , 48.24,243948,119193,1.656B,0.88,17.56,2.51,0.92 ,2.09
nabors industries,NBR,165.37,"171.67,171.67",172.53,156.70 x 1100,None,165.04 , 174.10,72.46 , 207.67,180309,144835,1.557B,2.72,N/A,-79.21,N/A ,None
neuberger next gen connectivity fund inc,NBXG,9.22,"9.70,9.70",9.75,9.06 x 1000,None,9.21 , 9.75,8.71 , 19.88,271650,255526,726.181M,N/A,N/A,N/A,1.20 ,12.47
nacco industries,NC,55.82,"57.47,57.47",57.49,55.66 x 900,None,55.68 , 58.10,28.32 , 63.19,13786,18443,409.437M,0.83,4.93,11.32,0.83 ,1.44
nuveen california muni value fund,NCA,8.33,"8.42,8.42",8.43,8.22 x 900,None,8.31 , 8.51,8.07 , 10.92,88493,62778,275.791M,0.24,N/A,-0.04,0.33 ,3.90
norwegian cruise ord,NCLH,16.35,"16.79,16.79",16.65,16.32 x 900,None,16.27 , 17.28,10.31 , 29.45,22394089,21797150,6.89B,2.33,N/A,-10.63,N/A ,None
ncr corp,NCR,20.31,"21.36,21.36",21.23,19.82 x 900,None,20.25 , 21.40,18.06 , 45.92,1009878,1962904,2.791B,1.68,23.89,0.85,N/A ,None
virtus convertible & income fund,NCV,3.5700,"3.5900,3.5900",3.5700,3.5000 x 800,None,3.5300 , 3.6200,3.0500 , 6.4100,269875,411840,322.634M,1.22,2.33,1.5300,0.51 ,14.21
allianzgi conv income fd [ncv/pa],NCV-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
virtus convertible & income fund ii,NCZ,2.9300,"2.9800,2.9800",2.9700,2.9400 x 1100,None,2.9300 , 3.0200,2.6800 , 5.5000,327798,502778,223.019M,1.21,2.09,1.4000,0.45 ,15.10
allianzgi conv income fd ii [ncz/pa],NCZ-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nuveen dynamic municipal opportunities fund comm,NDMO,9.87,"9.66,9.66",9.73,9.27 x 900,None,9.58 , 9.88,9.20 , 16.77,267513,219410,586.922M,N/A,6.09,1.62,0.92 ,9.65
tortoise energy independence f,NDP,34.00,"34.94,34.94",34.63,32.49 x 1200,None,33.76 , 34.80,20.98 , 35.56,7100,12906,62.764M,N/A,1.98,17.20,2.24 ,6.41
noble corp plc,NE,35.03,"34.96,34.96",36.25,31.50 x 800,None,34.28 , 36.43,22.01 , 38.59,1021546,1337439,4.57B,N/A,29.31,1.20,N/A ,None
nuveen insured tax-free advantage fund,NEA,10.31,"10.33,10.33",10.40,10.32 x 3200,None,10.30 , 10.38,10.22 , 15.62,1510963,949859,3.083B,0.36,11.33,0.91,0.53 ,5.17
nextera energy,NEE,77.28,"77.71,77.71",78.19,76.38 x 3100,None,77.02 , 79.79,67.22 , 93.73,6809577,7883278,151.838B,0.49,39.84,1.94,1.70 ,2.19
nextera energy capital hlds inc [nee/pn],NEE-N,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nextera energy inc,NEE-P,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nextera energy inc,NEE-Q,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nextera energy inc,NEE-R,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
newmont mining corp,NEM,39.53,"41.71,41.71",43.02,39.50 x 800,None,39.45 , 42.67,39.45 , 86.37,14207145,8927473,31.374B,0.27,42.05,0.94,2.20 ,5.20
nextera energy partners lp,NEP,74.80,"75.42,75.42",75.31,74.47 x 1400,None,74.32 , 76.99,61.31 , 88.80,408954,456542,6.47B,0.89,14.67,5.10,3.15 ,4.18
cloudflare inc cl a,NET,49.94,"55.58,55.58",58.80,50.00 x 900,None,49.79 , 54.74,38.96 , 221.64,5449074,4635559,16.353B,1.15,N/A,-0.83,N/A ,None
nabors energy transition corp [netc.u],NET.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nabors energy transition corp wt [netc/w],NET.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nabors energy transition corp cl a,NETC,10.14,"10.13,10.13",10.14,10.06 x 2200,None,10.14 , 10.14,9.86 , 10.14,301,30154,349.83M,N/A,N/A,N/A,N/A ,None
eneti inc,NETI,8.57,"8.73,8.73",8.26,7.06 x 1300,None,8.49 , 8.98,4.81 , 15.15,439408,282970,329.486M,1.03,N/A,-0.76,0.04 ,0.49
newmarket corp,NEU,293.09,"300.27,300.27",299.00,119.86 x 900,None,292.48 , 300.83,280.28 , 360.77,36644,42045,2.893B,0.32,14.34,20.44,8.40 ,2.80
new relic inc,NEWR,56.44,"58.92,58.92",58.79,53.94 x 1100,None,56.35 , 59.57,41.66 , 129.70,546032,522839,3.799B,0.94,N/A,-3.88,N/A ,None
nextier oilfield solutions inc,NEX,10.10,"10.07,10.07",10.07,10.00 x 1000,None,9.89 , 10.41,3.21 , 12.50,2382972,2790454,2.48B,2.02,63.13,0.16,N/A ,None
nexa resources s.a.,NEXA,4.4900,"4.7900,4.7900",4.7800,4.0100 x 1000,None,4.4400 , 4.8800,4.4400 , 10.5400,307241,189198,594.651M,1.60,4.73,0.9500,0.33 ,6.92
national fuel gas company,NFG,66.32,"67.37,67.37",67.29,65.86 x 1200,None,66.14 , 68.12,57.15 , 75.97,312135,502832,6.067B,0.74,12.26,5.41,1.90 ,2.82
virtus dividend interest & premium strategy,NFJ,10.90,"11.26,11.26",11.22,10.63 x 800,None,10.90 , 11.28,10.43 , 16.19,226557,230515,1.033B,1.10,5.40,2.02,0.98 ,8.74
infinite acquisition corp [nfnt.u],NFN.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
infinite acquisition corp wt [nfnt/w],NFN.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
infinite acquisition corp cl a,NFNT,10.08,"10.07,10.07",10.08,9.88 x 3200,None,10.08 , 10.10,9.72 , 10.35,48467,61567,347.76M,N/A,N/A,-0.11,N/A ,None
enphys acquisition corp cl a,NFYS,9.82,"9.84,9.84",9.82,9.65 x 1400,None,9.82 , 9.82,9.57 , 10.05,100,104807,423.487M,N/A,N/A,-1.70,N/A ,None
northern genesis acquisition corp iii,NGC,9.92,"9.92,9.92",9.92,9.91 x 4000,None,9.92 , 9.92,9.62 , 9.95,1482,24332,213.887M,N/A,27.56,0.36,N/A ,None
northern genesis acquisition corp iii,NGC.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
northern genesis acquisition corp iii,NGC.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
national grid transco plc adr,NGG,54.96,"55.00,55.00",55.48,54.03 x 800,None,54.91 , 56.21,47.22 , 80.20,507431,531596,40.233B,0.23,15.66,3.51,3.25 ,5.91
ngl energy partners lp,NGL,1.4000,"1.4300,1.4300",1.3600,1.3600 x 800,None,1.3500 , 1.4200,1.2100 , 2.8000,307908,326635,182.974M,2.03,N/A,-2.2230,N/A ,None
ngl energy partners lp [ngl/pb],NGL-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ngl energy partners lp [ngl/pc],NGL-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
natural gas services group,NGS,11.05,"11.37,11.37",11.27,10.12 x 800,None,10.89 , 11.83,9.11 , 15.00,57761,37020,136.259M,1.41,N/A,-0.65,N/A ,None
