name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
midland states bancorp inc,MSBIP,25.00,"25.06,25.06",25.16,24.98 x 4000,None,25.00 , 25.30,24.45 , 26.75,13269,41331,N/A,0.87,N/A,N/A,N/A ,None
msd acquisition corp cl a,MSDA,9.99,"9.99,9.99",9.98,0.00 x 3000,None,9.99 , 9.99,9.68 , 10.17,8,104446,718.031M,N/A,129.74,0.08,N/A ,None
msd acquisition corp,MSDAU,9.97,"9.97,9.97",9.97,0.00 x 1800,None,9.97 , 9.97,9.79 , 10.35,20100,16998,N/A,N/A,129.48,0.08,N/A ,None
msd acquisition corp wt,MSDAW,0.0625,"0.0600,0.0600",N/A,N/A x N/A,None,0.0625 , 0.0625,0.0625 , 0.0625,705,N/A,N/A,N/A,N/A,N/A,N/A ,None
middlesex water company,MSEX,85.82,"85.48,85.48",85.12,0.00 x 800,None,85.82 , 85.82,74.20 , 121.43,522,101854,1.514B,0.62,35.76,2.40,1.25 ,1.42
direxion msft bear 1x shares,MSFD,28.44,"28.88,28.88",28.30,14.44 x 1200,None,28.44 , 28.44,24.50 , 28.88,624,13800,4.06M,28.13,N/A,N/A,None,None
microsoft corp,MSFT,217.54,"214.25,214.25",220.09,215.50 x 1000,None,217.16 , 218.46,213.98 , 349.67,1884929,27241937,1.622T,0.96,23.42,9.29,2.72 ,1.17
direxion msft bull 1.5x shares,MSFU,19.49,"19.07,19.07",19.74,18.75 x 900,None,19.49 , 19.55,19.05 , 27.05,3500,15133,2.74M,19.87,N/A,N/A,None,None
motorsport games inc cl a,MSGM,0.7023,"0.7023,0.7023",0.6798,0.6900 x 1100,None,0.7023 , 0.7023,0.4550 , 10.9500,329,89529,8.198M,N/A,N/A,-2.9640,N/A ,None
msp recovery inc,MSPR,1.1100,"1.1200,1.1200",1.1000,0.0000 x 1000,None,1.1100 , 1.1100,0.9410 , 11.7000,115,589507,73.418M,-0.59,N/A,-4.7190,N/A ,None
msp recovery inc wt,MSPRW,0.0500,"0.0400,0.0400",0.0500,0.0000 x 900,None,0.0400 , 0.0500,0.0400 , 0.0650,662,0,N/A,N/A,N/A,N/A,N/A ,None
msp recovery inc wt,MSPRZ,1.0800,"1.0901,1.0901",1.0800,0.0000 x 1100,None,1.0800 , 1.0800,1.0800 , 1.0800,224,N/A,N/A,N/A,N/A,N/A,N/A ,None
metal sky star acquisition corp,MSSA,10.04,"10.04,10.04",10.03,0.00 x 1400,None,10.04 , 10.04,9.80 , 10.49,200,22082,147.638M,N/A,N/A,-0.01,N/A ,None
metal sky star acquisition corp right,MSSAR,0.1700,"0.1700,0.1700",0.1700,0.0850 x 1100,None,0.1400 , 0.1950,0.1400 , 0.1950,84,N/A,N/A,N/A,N/A,N/A,N/A ,None
metal sky star acquisition corp,MSSAU,10.05,"10.08,10.08",10.05,0.00 x 1100,None,10.05 , 10.05,9.92 , 10.15,100,6673,N/A,N/A,N/A,-0.01,N/A ,None
metal sky star acquisition corp wt,MSSAW,0.0325,"0.0325,0.0325",0.0325,0.0000 x 1200,None,0.0325 , 0.0325,0.0325 , 0.0325,14474,N/A,N/A,N/A,N/A,N/A,N/A ,None
microstrategy cl a,MSTR,263.66,"248.44,248.44",261.12,250.00 x 1000,None,261.12 , 264.82,134.09 , 891.38,27122,518637,2.981B,2.20,N/A,-53.33,N/A ,None
mid-southn svg bk in,MSVB,12.91,"12.79,12.79",12.91,0.00 x 1800,None,12.79 , 12.91,12.67 , 15.50,1004,592,37.06M,0.23,19.87,0.65,0.24 ,1.89
medtech acquisition corp cl a,MTAC,10.03,"10.02,10.02",10.01,0.00 x 4000,None,10.03 , 10.03,8.99 , 10.21,1,24239,313.438M,N/A,31.34,0.32,N/A ,None
medtech acquisition corp,MTACU,10.10,"10.00,10.00",10.10,9.51 x 1000,None,10.10 , 10.10,8.75 , 10.40,400,498,N/A,N/A,39.61,0.25,N/A ,None
medtech acquisition corp wt,MTACW,0.0132,"0.0176,0.0176",0.9600,0.8184 x 900,None,0.0132 , 0.0132,0.0090 , 1.4800,100,15570,N/A,N/A,N/A,N/A,N/A ,None
carecloud inc,MTBC,4.0000,"3.7100,3.7100",3.7900,0.0000 x 1400,None,3.7900 , 4.0000,2.9200 , 8.5300,53507,60278,66.987M,N/A,N/A,-0.6110,N/A ,None
mtbc 11% sr a prf st,MTBCP,26.38,"26.38,26.38",26.38,0.00 x 1400,None,26.38 , 26.38,25.23 , 29.70,279,8279,102.109M,N/A,N/A,-0.61,2.75 ,10.42
mmtec inc,MTC,1.1800,"1.2100,1.2100",1.2000,1.1700 x 800,None,1.1800 , 1.1800,1.1600 , 17.5000,1151,206185,3.702M,2.73,N/A,-0.2880,N/A ,None
carecloud inc 8.75% series b,MTBCO,25.05,"25.00,25.00",25.05,0.00 x 1000,None,25.05 , 25.05,24.70 , 27.45,1,4057,N/A,N/A,N/A,-0.61,2.19 ,8.72
match group inc,MTCH,43.12,"42.79,42.79",43.90,0.00 x 1100,None,43.05 , 44.24,40.23 , 164.56,101372,3721417,12.202B,1.32,119.78,0.36,N/A ,None
metacrine inc,MTCR,0.4063,"0.4085,0.4085",0.4063,0.0000 x 28000,None,0.4063 , 0.4063,0.3030 , 1.7300,2236,527854,17.296M,-0.90,N/A,-1.9320,N/A ,None
maris-tech ltd,MTEK,1.1900,"1.1900,1.1900",1.1700,0.0000 x 900,None,1.1900 , 1.1900,1.0100 , 3.8300,110,215504,9.519M,N/A,N/A,-0.2380,N/A ,None
molecular templates inc,MTEM,0.5711,"0.5875,0.5875",0.6010,0.0000 x 800,None,0.5711 , 0.6010,0.5600 , 5.9000,16804,101382,32.182M,1.30,N/A,-1.3840,N/A ,None
mannatech inc,MTEX,21.83,"21.40,21.40",21.83,0.00 x 1300,None,21.83 , 21.83,15.49 , 41.34,201,10882,41.748M,1.16,7.09,3.08,0.80 ,3.80
materialise nv adr,MTLS,10.11,"9.95,9.95",10.24,0.00 x 800,None,10.11 , 10.40,9.85 , 27.48,5461,168159,597.132M,0.76,38.88,0.26,N/A ,None
midatech pharma adr,MTP,1.8000,"1.8400,1.8400",1.9200,0.0000 x 1100,None,1.8000 , 1.8000,1.8000 , 8.7500,108,24811,7.573M,1.60,N/A,-0.4150,N/A ,None
matrix service company,MTRX,4.8600,"4.7500,4.7500",4.7000,0.0000 x 1400,None,4.8600 , 4.8600,3.3100 , 11.7600,542,109562,131.087M,1.68,N/A,-3.3030,N/A ,None
monterey bio acquisition corp wt,MTRYW,0.0650,"0.0500,0.0500",0.0500,0.0500 x 1100,None,0.0650 , 0.0650,0.0300 , 0.5500,44,6832,N/A,N/A,N/A,N/A,N/A ,None
macom technology s,MTSI,62.81,"60.26,60.26",61.96,45.07 x 800,None,61.92 , 62.98,42.85 , 80.30,24368,645287,4.397B,1.94,19.94,3.15,N/A ,None
matterport inc,MTTR,2.9296,"2.9800,2.9800",3.0150,3.0100 x 4000,None,2.9050 , 3.0400,2.9050 , 37.6000,354066,4260464,831.35M,N/A,N/A,-1.3850,N/A ,None
micron technology,MU,55.84,"53.48,53.48",55.26,53.48 x 3200,None,55.26 , 56.15,48.45 , 98.45,945952,18226382,60.708B,1.27,7.21,7.75,0.46 ,0.86
mullen automotive inc,MULN,0.2900,"0.3012,0.3012",0.2999,0.2972 x 3200,None,0.2899 , 0.3025,0.2100 , 15.8900,36785860,128869243,166.139M,N/A,N/A,-4.9540,N/A ,None
murphy canyon acquisition corp cl a,MURF,10.11,"10.12,10.12",10.11,0.00 x 1000,None,10.11 , 10.12,9.93 , 10.55,27401,21712,174.753M,N/A,N/A,N/A,N/A ,None
murphy canyon acquisition corp,MURFU,10.21,"10.11,10.11",10.21,0.00 x 4000,None,10.11 , 10.11,10.02 , 10.61,90,3389,N/A,N/A,N/A,N/A,N/A ,None
murphy canyon acquisition corp wt,MURFW,0.0400,"0.0400,0.0400",0.0400,0.0250 x 1100,None,0.0400 , 0.0400,0.0400 , 0.0400,600,N/A,N/A,N/A,N/A,N/A,N/A ,None
mvb financial corp,MVBF,24.85,"24.74,24.74",25.05,0.00 x 1000,None,24.85 , 25.00,24.61 , 44.22,4020,26406,311.671M,0.95,11.50,2.16,0.68 ,2.71
microvision,MVIS,3.3800,"3.4000,3.4000",3.3300,0.0000 x 1000,None,3.3210 , 3.4900,2.5000 , 9.9500,1132570,1870421,561.198M,3.29,N/A,-0.3080,N/A ,None
microvast hldgs inc,MVST,2.4150,"2.3700,2.3700",2.4696,2.3700 x 3000,None,2.4050 , 2.5100,1.4900 , 10.2500,108156,3432106,730.632M,1.02,N/A,-1.0580,N/A ,None
microvast hldgs inc wt,MVSTW,0.3800,"0.3451,0.3451",2.1800,2.2100 x 800,None,0.3600 , 0.3800,0.3600 , 0.3800,8645,N/A,N/A,N/A,N/A,N/A,N/A ,None
maxcyte inc,MXCT,6.84,"6.70,6.70",6.72,0.00 x 800,None,6.72 , 6.85,3.36 , 12.99,6986,525704,696.301M,0.99,N/A,-0.17,N/A ,None
maxlinear inc,MXL,31.99,"30.99,30.99",32.24,30.20 x 800,None,31.89 , 32.65,29.27 , 77.89,21611,610854,2.513B,1.93,21.18,1.51,N/A ,None
myriad genetics inc,MYGN,15.81,"15.78,15.78",16.11,15.78 x 800,None,15.81 , 16.11,15.38 , 31.91,12474,521446,1.279B,1.73,N/A,-0.11,N/A ,None
first western financial inc,MYFW,27.33,"26.86,26.86",27.33,10.76 x 1000,None,27.33 , 27.33,24.07 , 34.20,155,16490,259.417M,0.71,13.46,2.03,N/A ,None
mymd pharmaceuticals inc,MYMD,2.6071,"2.4900,2.4900",2.5700,0.0000 x 900,None,2.5700 , 2.6071,1.8800 , 9.4500,1549,248064,102.902M,N/A,N/A,-0.8270,N/A ,None
mynaric ag adr,MYNA,5.50,"5.80,5.80",5.70,4.75 x 1200,None,5.50 , 5.67,3.80 , 22.00,2146,11482,125.298M,1.57,N/A,-2.81,N/A ,None
mainz biomed b.v.,MYNZ,7.10,"6.91,6.91",7.50,6.50 x 1000,None,7.10 , 7.12,6.06 , 30.00,219,26139,102.829M,N/A,N/A,-1.62,N/A ,None
playstudios inc,MYPS,4.5200,"4.5500,4.5500",4.6600,3.0000 x 1800,None,4.5050 , 4.6000,3.2400 , 6.6000,4657,278154,582.162M,N/A,N/A,-0.1700,N/A ,None
playstudios inc wt,MYPSW,0.7002,"0.6700,0.6700",0.8750,0.8690 x 1100,None,0.7002 , 0.7002,0.3800 , 1.2400,32,1164,N/A,N/A,N/A,N/A,N/A ,None
myr group inc,MYRG,91.83,"91.00,91.00",91.83,0.00 x 800,None,91.83 , 91.83,74.77 , 121.22,815,93579,1.524B,1.08,19.25,4.77,N/A ,None
my size inc,MYSZ,0.1880,"0.1819,0.1819",0.1996,0.1803 x 1200,None,0.1880 , 0.1880,0.1000 , 1.2100,2712,1062062,5.932M,2.63,N/A,-0.6010,N/A ,None
nano labs ltd adr,NA,1.1500,"1.1000,1.1000",1.1200,1.1000 x 800,None,1.1200 , 1.1500,1.0100 , 13.9500,15446,189551,64.111M,N/A,N/A,N/A,N/A ,None
north atlantic acquisition corp cl a,NAAC,10.01,"10.01,10.01",10.01,8.08 x 40700,None,10.00 , 10.01,8.51 , 10.02,141162,90268,474.849M,N/A,34.52,0.29,N/A ,None
north atlantic acquisition corp,NAACU,10.00,"10.00,10.00",10.00,0.00 x 2200,None,10.00 , 10.00,8.71 , 10.11,2500,800,N/A,N/A,158.73,0.06,N/A ,None
north atlantic acquisition corp wt,NAACW,0.0140,"0.0140,0.0140",0.7210,0.7200 x 900,None,0.0122 , 0.0189,0.0122 , 0.0189,419,N/A,N/A,N/A,N/A,N/A,N/A ,None
nass technology inc adr,NAAS,4.8700,"4.6200,4.6200",4.7900,0.0000 x 800,None,4.7900 , 4.8700,2.0800 , 22.4500,847,34237,1.043B,N/A,N/A,N/A,N/A ,None
natural alternativ,NAII,8.12,"8.12,8.12",8.50,4.49 x 1200,None,8.12 , 8.50,8.12 , 15.00,5503,7973,49.301M,0.82,4.86,1.67,N/A ,None
nanovibronix inc,NAOV,0.4174,"0.4040,0.4040",0.4038,0.0000 x 1200,None,0.4038 , 0.4174,0.3900 , 1.8800,9213,392523,11.686M,0.70,N/A,-0.4020,N/A ,None
inari medical inc,NARI,68.37,"69.61,69.61",71.08,67.00 x 1300,None,68.37 , 71.09,50.50 , 100.00,14288,837042,3.65B,1.26,N/A,-0.01,N/A ,None
nathan's famous in,NATH,69.34,"69.49,69.49",69.50,35.96 x 900,None,69.34 , 69.34,45.50 , 70.54,108,7031,282.969M,0.18,19.05,3.64,1.80 ,2.76
natl instruments cor,NATI,36.86,"36.23,36.23",37.19,0.00 x 1800,None,36.85 , 37.36,29.81 , 45.98,12105,722492,4.813B,1.09,35.10,1.05,1.12 ,2.92
nature s sunshine,NATR,8.10,"8.32,8.32",8.07,0.00 x 900,None,8.07 , 8.10,7.95 , 19.26,972,39835,155.723M,0.83,10.38,0.78,N/A ,None
nautilus biotechnology inc,NAUT,2.1050,"2.1000,2.1000",2.1400,2.0500 x 1200,None,2.1050 , 2.1400,1.8600 , 6.2900,942,191654,262.416M,N/A,N/A,-0.5370,N/A ,None
navient cp,NAVI,14.94,"14.68,14.68",14.85,12.00 x 4000,None,14.85 , 14.98,12.45 , 22.59,23493,1692950,2.026B,1.62,4.04,3.70,0.64 ,4.24
neurocrine bioscienc,NBIX,122.34,"124.11,124.11",124.39,117.67 x 900,None,122.12 , 124.39,71.88 , 125.25,14648,849351,11.701B,N/A,941.08,0.13,N/A ,None
northeast bncp,NBN,43.75,"43.40,43.40",42.55,0.00 x 1000,None,43.75 , 43.75,32.19 , 43.77,23,18631,329.804M,1.24,8.19,5.34,0.04 ,0.09
nabriva therapeutics plc,NBRV,2.3600,"2.2200,2.2200",2.3300,0.0000 x 900,None,2.3000 , 2.3600,2.0400 , 35.0000,726,155539,6.282M,1.65,N/A,-0.9190,N/A ,None
neu base therapeutics inc,NBSE,0.2771,"0.2769,0.2769",0.2750,0.0000 x 1800,None,0.2771 , 0.2771,0.2500 , 3.7500,5,116525,8.939M,1.01,N/A,-1.0440,N/A ,None
newbury street acquisition corp,NBST,9.90,"9.93,9.93",9.90,0.00 x 900,None,9.90 , 9.90,9.64 , 9.93,2,35968,164.952M,N/A,N/A,-0.05,N/A ,None
newbury street acquisition corp units,NBSTU,9.92,"9.92,9.92",9.91,9.39 x 900,None,9.91 , 9.92,9.77 , 10.08,1500,3760,N/A,N/A,N/A,-0.05,N/A ,None
newbury street acquisition corp wt,NBSTW,0.0107,"0.0107,0.0107",N/A,N/A x N/A,None,0.0098 , 0.0107,0.0098 , 0.0107,11324,N/A,N/A,N/A,N/A,N/A,N/A ,None
nanobiotix s.a. adr,NBTX,3.8500,"3.3800,3.3800",3.7500,2.3300 x 1200,None,3.8500 , 3.8500,2.3200 , 10.5600,102,2189,138.234M,2.05,N/A,-1.4160,N/A ,None
nbt bancorp inc,NBTB,46.98,"46.34,46.34",46.65,0.00 x 800,None,46.65 , 46.98,34.58 , 48.24,702,129370,2.013B,0.52,13.31,3.53,1.20 ,2.52
newcourt acquisition corp cl a,NCAC,10.22,"10.22,10.22",10.21,0.00 x 3000,None,10.21 , 10.22,9.87 , 10.55,438,16926,333.938M,N/A,N/A,N/A,N/A ,None
newcourt acquisition corp,NCACU,10.23,"10.23,10.23",10.23,0.00 x 800,None,10.23 , 10.23,9.78 , 10.53,1100,2154,328.05M,N/A,N/A,N/A,N/A ,None
newcourt acquisition corp wt,NCACW,0.0638,"0.0638,0.0638",0.0638,0.0125 x 800,None,0.0301 , 0.0638,0.0301 , 0.0638,322,N/A,N/A,N/A,N/A,N/A,N/A ,None
national cinemedia,NCMI,0.3900,"0.3969,0.3969",0.4000,0.3969 x 1800,None,0.3810 , 0.4000,0.3810 , 3.9300,126804,952732,31.937M,1.93,N/A,-0.6770,0.12 ,27.21
nucana plc adr,NCNA,1.0454,"1.0300,1.0300",1.0000,0.0000 x 800,None,1.0000 , 1.0802,0.5170 , 3.3200,4722,99204,54.566M,1.41,N/A,-0.9200,N/A ,None
ncino inc,NCNO,26.90,"28.37,28.37",28.50,28.42 x 1800,None,26.90 , 28.50,23.94 , 77.34,32945,789243,2.982B,0.52,N/A,-0.65,N/A ,None
netcapital inc,NCPL,1.6200,"1.6000,1.6000",1.6200,0.0000 x 1200,None,1.6200 , 1.6200,1.4000 , 15.0000,914,132415,6.962M,N/A,2.53,0.6400,N/A ,None
netcapital inc wt,NCPLW,0.4254,"0.4254,0.4254",0.3910,0.0000 x 1200,None,0.3657 , 0.5386,0.3657 , 0.5386,21370,N/A,N/A,N/A,N/A,N/A,N/A ,None
nocera,NCRA,1.3800,"1.3600,1.3600",1.3300,0.0000 x 3200,None,1.3300 , 1.3800,1.2500 , 7.2000,1443,110242,12.445M,2.20,N/A,-1.0970,N/A ,None
ncs multistage holdings inc,NCSM,29.94,"29.50,29.50",29.94,0.00 x 900,None,29.94 , 29.94,21.05 , 62.53,108,3537,72.108M,N/A,N/A,-1.20,N/A ,None
the9 ltd adr,NCTY,0.8085,"0.7773,0.7773",0.8180,0.7880 x 2200,None,0.8005 , 0.8180,0.7000 , 14.7000,32934,203593,19.057M,1.40,N/A,-3.7160,N/A ,None
nightdragon acquisition corp cl a,NDAC,10.02,"10.02,10.02",10.02,0.00 x 1100,None,10.02 , 10.02,9.56 , 10.02,18211,174135,442.483M,N/A,58.94,0.17,N/A ,None
nightdragon acquisition corp units,NDACU,10.01,"10.01,10.01",10.01,10.01 x 3100,None,10.01 , 10.01,9.70 , 10.05,4262,6629,N/A,N/A,74.15,0.14,N/A ,None
nightdragon acquisition corp wt,NDACW,0.0200,"0.0200,0.0200",0.9500,0.9701 x 900,None,0.0075 , 0.0200,0.0075 , 0.0200,10087,N/A,N/A,N/A,N/A,N/A,N/A ,None
nasdaq inc,NDAQ,61.18,"61.57,61.57",61.96,62.04 x 1000,None,61.18 , 62.12,46.77 , 71.65,61935,1919390,30.053B,0.94,26.83,2.28,0.80 ,1.28
noodles & company,NDLS,5.41,"5.81,5.81",5.81,5.81 x 1000,None,5.40 , 5.86,4.25 , 12.56,13347,175728,247.244M,1.46,N/A,-0.02,N/A ,None
endra life sciences inc,NDRA,0.2201,"0.2162,0.2162",0.2200,0.0000 x 800,None,0.2200 , 0.2325,0.1800 , 1.5000,7928,312131,13.905M,1.24,N/A,-0.2800,N/A ,None
nordson corp,NDSN,220.03,"218.00,218.00",218.81,219.02 x 1200,None,220.03 , 222.17,194.89 , 272.28,4355,212232,12.588B,0.93,26.67,8.25,2.60 ,1.15
northeast community bancorp,NECB,13.51,"13.50,13.50",13.29,13.16 x 1000,None,13.50 , 13.61,10.52 , 13.65,1179,30551,219.058M,0.57,10.08,1.34,0.36 ,2.67
newegg commerce inc,NEGG,2.0400,"2.0800,2.0800",2.0400,2.0400 x 2200,None,2.0000 , 2.0700,1.9100 , 22.2000,20096,664564,766.918M,N/A,29.14,0.0700,N/A ,None
neogenomics inc,NEO,7.03,"7.20,7.20",7.39,7.33 x 900,None,6.98 , 7.39,6.00 , 44.26,58093,1331814,884.346M,0.98,N/A,-0.29,N/A ,None
neogen cp,NEOG,13.13,"13.02,13.02",13.29,13.22 x 2200,None,13.05 , 13.33,10.49 , 47.80,110553,7109298,2.837B,0.76,38.62,0.34,N/A ,None
neonode inc,NEON,3.6200,"3.4900,3.4900",3.5000,3.3900 x 1100,None,3.5000 , 3.6200,3.3000 , 12.0800,1889,30484,49.16M,2.16,N/A,-0.5040,N/A ,None
neovolta inc,NEOV,4.2200,"4.2700,4.2700",4.2700,0.0000 x 1400,None,4.2200 , 4.2700,3.1200 , 7.4500,6315,71178,138.291M,0.11,N/A,-0.2570,N/A ,None
neovolta inc wt,NEOVW,1.5500,"1.5500,1.5500",1.5500,1.1100 x 1100,None,1.5500 , 1.5500,1.5500 , 1.5500,156,N/A,N/A,N/A,N/A,N/A,N/A ,None
neptune wellness solutions inc,NEPT,1.2300,"1.1800,1.1800",1.2500,1.2200 x 1100,None,1.2300 , 1.2300,1.0000 , 22.4000,1083,3374632,14.236M,1.93,N/A,-18.6070,N/A ,None
minerva neuroscie,NERV,2.6800,"2.7500,2.7500",2.7600,2.7700 x 1300,None,2.6400 , 2.7600,2.5100 , 15.2700,31661,5312678,14.312M,-0.07,N/A,-1.1920,N/A ,None
nephros inc,NEPH,1.0400,"1.0400,1.0400",1.0100,1.0300 x 900,None,1.0100 , 1.1000,0.9100 , 8.1500,5389,53443,10.732M,1.31,N/A,-0.5490,N/A ,None
national energy services reunited corp,NESR,7.25,"7.09,7.09",6.92,7.00 x 800,None,7.25 , 7.25,5.64 , 13.13,639,212481,662.369M,0.85,18.12,0.40,N/A ,None
national energy services reunited corp wt,NESRW,0.0830,"0.0830,0.0830",2.2900,2.2800 x 1300,None,0.0667 , 0.1097,0.0667 , 0.1097,15130,N/A,N/A,N/A,N/A,N/A,N/A ,None
newtek bus svcs,NEWT,15.50,"15.26,15.26",15.31,15.29 x 1000,None,15.29 , 15.50,14.75 , 32.38,9580,147667,377.512M,1.24,6.13,2.53,3.10 ,19.27
neximmune inc,NEXI,0.6417,"0.6210,0.6210",0.6320,0.6101 x 1000,None,0.6111 , 0.6417,0.5100 , 12.3100,3301,716632,15.501M,N/A,N/A,-2.5240,N/A ,None
newtek bus svcs,NEWT,15.53,"15.26,15.26",15.29,15.37 x 1000,None,15.29 , 15.50,14.75 , 32.38,11778,147667,378.242M,1.24,6.14,2.53,3.10 ,19.27
northfield bncrp del,NFBK,15.51,"15.44,15.44",15.54,15.60 x 800,None,15.51 , 15.70,11.87 , 18.41,3797,121431,750.822M,0.66,11.49,1.35,0.52 ,3.30
new fortress energy llc,NFE,58.16,"55.80,55.80",57.34,57.53 x 800,None,56.80 , 58.16,19.17 , 63.06,100033,1142009,12.071B,1.63,56.47,1.03,0.40 ,0.73
newtek business services corp 5.50% notes due 2,NEWTZ,24.49,"24.27,24.27",24.52,24.20 x 800,None,24.41 , 24.52,23.30 , 25.95,701,17245,N/A,N/A,N/A,N/A,N/A ,None
nextdecade corp,NEXT,7.18,"7.11,7.11",7.36,7.14 x 1400,None,7.14 , 7.38,2.08 , 8.95,22876,608532,1.037B,1.02,N/A,-0.42,N/A ,None
netflix inc,NFLX,263.73,"269.06,269.06",272.02,265.54 x 1000,None,262.47 , 274.96,162.71 , 700.99,1742230,11253310,117.365B,1.22,24.02,10.98,N/A ,None
newtek business services corp 5.75% notes due 2,NEWTL,24.28,"24.28,24.28",24.64,24.25 x 1100,None,24.50 , 24.50,24.20 , 26.00,81,9467,N/A,N/A,12.87,N/A,N/A ,None
ft india nifty 50 ew etf,NFTY,45.21,"44.51,44.51",45.21,45.23 x 1800,None,45.21 , 45.31,40.00 , 51.15,577,6806,43.42M,44.35,N/A,4.65%,None,None
ngm biopharmaceuticals inc,NGM,5.03,"4.99,4.99",4.99,4.69 x 2900,None,4.30 , 5.03,2.92 , 21.63,234602,950942,404.642M,1.61,N/A,-1.61,N/A ,None
neogames s.a.,NGMS,16.00,"15.93,15.93",16.15,15.78 x 800,None,15.82 , 16.26,10.69 , 42.34,11967,96660,409.494M,N/A,N/A,-0.01,N/A ,None
nanthealth inc,NH,0.3500,"0.3607,0.3607",0.3600,0.3500 x 1200,None,0.3620 , 0.3621,0.1710 , 1.8000,880,69190,40.443M,1.99,N/A,-0.5100,N/A ,None
newhold investment corp ii cl a,NHIC,9.95,"9.98,9.98",9.97,9.95 x 21500,None,9.95 , 9.95,9.70 , 11.20,16,20121,242.407M,N/A,N/A,N/A,N/A ,None
newhold investment corp ii,NHICU,9.99,"9.99,9.99",9.99,9.47 x 1000,None,9.99 , 9.99,9.64 , 10.26,2,1212,N/A,N/A,N/A,N/A,N/A ,None
newhold investment corp ii wt,NHICW,0.0600,"0.0600,0.0600",N/A,N/A x N/A,None,0.0600 , 0.0600,0.0600 , 0.0600,114300,N/A,N/A,N/A,N/A,N/A,N/A ,None
natural hlth trd,NHTC,4.0543,"4.0800,4.0800",4.0300,4.0200 x 1300,None,4.0300 , 4.0400,3.2700 , 8.2500,1548,14729,46.31M,0.60,57.92,0.0700,0.80 ,20.89
nice ltd adr,NICE,175.57,"180.12,180.12",181.02,177.71 x 1100,None,174.25 , 181.02,174.25 , 319.88,11447,209192,11.43B,0.34,53.20,3.30,N/A ,None
nicholas fincl inc,NICK,6.67,"6.62,6.62",6.62,5.96 x 1100,None,6.62 , 6.77,5.23 , 12.50,1038,7132,48.691M,0.54,17.55,0.38,N/A ,None
nisun int ent dev grp ltd,NISN,0.5500,"0.5300,0.5300",0.5300,0.5150 x 800,None,0.5287 , 0.5500,0.4500 , 17.8300,4436,194171,19.664M,1.51,0.40,1.3900,N/A ,None
niu technologies adr,NIU,3.0999,"2.7800,2.7800",2.9900,3.0100 x 1100,None,2.9600 , 3.1000,2.5700 , 27.4000,228402,542132,238.456M,0.73,14.76,0.2100,N/A ,None
axs 2x nke bull daily etf,NKEL,21.13,"21.13,21.13",20.85,23.32 x 900,None,20.85 , 21.36,18.08 , 38.85,216,1410,456.61k,21.09,N/A,N/A,None,None
natl bankshares inc,NKSH,36.95,"36.65,36.65",36.70,36.95 x 800,None,36.95 , 36.96,30.52 , 39.19,774,5539,220.122M,0.41,10.18,3.63,1.44 ,3.92
axs 2x nke bear daily etf,NKEQ,49.55,"55.30,55.30",49.31,49.47 x 800,None,49.21 , 49.55,36.70 , 68.87,3723,1406,1.69M,55.40,N/A,N/A,None,None
nektar therapeutics,NKTR,3.7500,"3.5600,3.5600",3.7500,3.7700 x 1200,None,3.5600 , 3.8100,2.9600 , 15.9500,51643,1722684,702.769M,1.18,N/A,-2.6640,N/A ,None
nkarta inc,NKTX,12.15,"12.12,12.12",12.40,12.15 x 1100,None,12.12 , 12.40,7.55 , 20.35,54027,421659,591.18M,0.19,N/A,-2.82,N/A ,None
nortonlifelock inc,NLOK,21.93,"21.69,21.69",21.88,21.82 x 1000,None,21.79 , 21.94,20.12 , 30.92,361719,5336525,14.599B,0.98,15.34,1.43,0.50 ,2.18
nls pharmaceutics ltd,NLSP,0.5849,"0.5899,0.5899",0.5655,0.5750 x 1100,None,0.5655 , 0.5849,0.3300 , 2.8300,29030,656712,17.167M,N/A,N/A,-1.0040,N/A ,None
nls pharmaceutics ltd wt,NLSPW,0.1800,"0.1800,0.1800",0.8499,0.6347 x 800,None,0.1412 , 0.1880,0.0430 , 0.8800,3843,10937,N/A,N/A,N/A,N/A,N/A ,None
neoleukin therapeutics inc,NLTX,0.5539,"0.5576,0.5576",0.5601,0.5550 x 1400,None,0.5540 , 0.5579,0.5500 , 8.0120,4119,219085,23.585M,1.25,N/A,-1.1090,N/A ,None
new mountain finance corp,NMFC,12.41,"12.24,12.24",12.32,12.37 x 900,None,12.31 , 12.42,11.09 , 14.09,26991,298295,1.25B,1.22,10.26,1.21,1.20 ,9.88
nmi holdings inc,NMIH,21.65,"21.17,21.17",21.50,21.60 x 900,None,21.35 , 21.66,15.33 , 27.25,22609,460246,1.834B,1.35,7.10,3.05,N/A ,None
nemaura med inc,NMRD,2.4495,"2.5400,2.5400",2.5900,2.4000 x 1200,None,2.4495 , 2.5900,1.5000 , 6.1240,450,10625,59.04M,-0.08,N/A,-0.5350,N/A ,None
newmark group inc cl a,NMRK,7.72,"7.50,7.50",7.58,7.63 x 800,None,7.55 , 7.76,7.41 , 19.10,114834,1280120,1.827B,1.81,4.57,1.69,0.12 ,1.46
